subject,session,run_cond,spot,condition,component,window_start_ms,window_end_ms,amplitude_abs_mean_topn_uv,amplitude_signed_mean_topn_uv,latency_mean_topn_ms,peak_amplitude_uv,peak_latency_ms,peak_channel_idx,n_selected,peak_channel,source_files,source_originals
10ES,52,MI,M1_AP,rest,n20,10.0,25.0,10.499198319911956,-10.499198319911956,10.199999999999989,-10.545165991783142,10.399999999999977,9,3,C3,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
10ES,52,MI,M1_AP,rest,p30,20.0,40.0,11.948034805258116,11.948034805258116,28.600000000000005,12.120085248947143,28.600000000000023,16,3,Cz,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
10ES,52,MI,M1_AP,rest,n45,40.0,55.0,10.787779769102732,-10.787779769102732,43.4,-11.013346760272979,43.60000000000002,58,3,FC4,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
10ES,52,MI,M1_AP,rest,p60,55.0,70.0,7.836453523039818,7.836453523039818,56.0,7.90617649614811,56.0,38,3,CP3,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
10ES,52,MI,M1_AP,rest,n100,80.0,120.0,18.347865358988443,-18.347865358988443,95.80000000000001,-18.561600303649904,95.60000000000002,38,3,CP3,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
10ES,52,MI,M1_AP,onset,n20,10.0,25.0,9.053811074097952,-9.053811074097952,10.199999999999989,-9.094350510835648,10.399999999999977,42,3,C1,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
10ES,52,MI,M1_AP,onset,p30,20.0,40.0,7.390295805434387,7.390295805434387,39.73333333333333,7.459819220304489,40.0,31,3,TP10,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
10ES,52,MI,M1_AP,onset,n45,40.0,55.0,11.56393678382039,-11.56393678382039,46.46666666666666,-11.589646065235138,46.0,13,3,FC1,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
10ES,52,MI,M1_AP,onset,p60,55.0,70.0,7.526346851388613,7.526346851388613,67.46666666666665,7.550809705257416,68.39999999999998,61,3,AF8,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
10ES,52,MI,M1_AP,onset,n100,80.0,120.0,10.345407850245635,-10.345407850245635,82.73333333333333,-10.393545225858688,84.0,42,3,C1,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
10ES,52,MI,M1_AP,after,n20,10.0,25.0,9.14476707537969,-9.14476707537969,10.199999999999989,-9.570149602890014,10.0,42,3,C1,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
10ES,52,MI,M1_AP,after,p30,20.0,40.0,8.86288031319777,8.86288031319777,37.0,8.965722580850125,40.0,34,3,AF7,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
10ES,52,MI,M1_AP,after,n45,40.0,55.0,9.403475748896598,-9.403475748896598,47.866666666666674,-9.433339881449937,49.80000000000001,37,3,FC3,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
10ES,52,MI,M1_AP,after,p60,55.0,70.0,11.508466293116411,11.508466293116411,69.66666666666667,11.629648615904152,70.0,34,3,AF7,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
10ES,52,MI,M1_AP,after,n100,80.0,120.0,9.331255644510192,-9.331255644510192,118.0,-9.41622468456626,117.80000000000001,27,3,FT10,session_52__set_4__cleaned_SOUND.mat; session_52__set_8__cleaned_SOUND.mat,03_10ES_M1_AP_49MSO_MI.hdf5; 07_10ES_M1_AP_41MSO_MI.hdf5
