subject,session,run_cond,spot,condition,component,window_start_ms,window_end_ms,amplitude_abs_mean_topn_uv,amplitude_signed_mean_topn_uv,latency_mean_topn_ms,peak_amplitude_uv,peak_latency_ms,peak_channel_idx,n_selected,peak_channel,source_files,source_originals
01AV,38,real,M1_AP,after,n100,80.0,120.0,7.0069624767700835,-7.0069624767700835,118.39999999999999,-7.0716360586881635,118.39999999999998,1,3,TP9,session_38__set_3__cleaned_SOUND.mat; session_38__set_7__cleaned_SOUND.mat,03_01AV_M1_AP_43MSO_real.h5; 07_01AV_M1_AP_43MSO_real.hdf5
01AV,38,real,PPC_L,rest,n20,10.0,25.0,9.726337737863263,-9.726337737863263,13.266666666666671,-9.821888012886047,11.199999999999989,18,3,CP2,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,real,PPC_L,rest,p30,20.0,40.0,13.669036445617676,13.669036445617676,36.133333333333326,13.740556669235229,36.39999999999998,12,3,Fp1,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,real,PPC_L,rest,n45,40.0,55.0,8.080703129818042,-8.080703129818042,41.0,-8.179931650161743,42.39999999999998,18,3,CP2,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,real,PPC_L,rest,p60,55.0,70.0,11.156254482815662,11.156254482815662,60.866666666666674,11.345973278731108,60.60000000000002,20,3,O2,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,real,PPC_L,rest,n100,80.0,120.0,7.785191528797149,-7.785191528797149,116.93333333333334,-7.820976383686066,119.39999999999998,18,3,CP2,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,real,PPC_L,onset,n20,10.0,25.0,6.668075301845868,-6.668075301845868,10.399999999999997,-8.366949904561043,10.0,9,3,C3,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,real,PPC_L,onset,p30,20.0,40.0,7.676004667878151,7.676004667878151,26.80000000000001,7.854307315349579,26.600000000000023,1,3,TP9,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,real,PPC_L,onset,n45,40.0,55.0,6.837737307846545,-6.837737307846545,48.46666666666666,-7.127825621366501,46.39999999999998,15,3,Fp2,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,real,PPC_L,onset,p60,55.0,70.0,16.258057759851216,16.258057759851216,62.666666666666664,16.605565889030697,62.19999999999999,20,3,O2,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,real,PPC_L,onset,n100,80.0,120.0,7.892998864650726,-7.892998864650726,95.80000000000001,-8.02669984817505,95.80000000000001,14,3,Fz,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,real,PPC_L,after,n20,10.0,25.0,8.578896098534265,-8.578896098534265,19.466666666666658,-9.121601684093475,10.0,9,3,C3,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,real,PPC_L,after,p30,20.0,40.0,9.498912355701128,9.498912355701128,34.33333333333335,9.93780038356781,33.60000000000002,61,3,AF8,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,real,PPC_L,after,n45,40.0,55.0,12.113176137208939,-12.113176137208939,40.46666666666666,-12.363023554086686,40.19999999999999,20,3,O2,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,real,PPC_L,after,p60,55.0,70.0,13.07242833018303,13.07242833018303,62.06666666666666,13.125546064376831,61.39999999999998,20,3,O2,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,real,PPC_L,after,n100,80.0,120.0,13.306799072821937,-13.306799072821937,82.33333333333333,-13.391431679725647,82.0,20,3,O2,session_38__set_9__cleaned_SOUND.mat,09_01AV_PPC_L_54MSO_real.hdf5
01AV,38,MI,M1_PA,rest,n20,10.0,25.0,19.269093908915917,-19.269093908915917,20.26666666666665,-19.479976181983947,20.399999999999977,38,3,CP3,session_38__set_2__cleaned_SOUND.mat; session_38__set_6__cleaned_SOUND.mat,02_01AV_M1_PA_39MSO_MI.hdf5; 06_01AV_M1_PA_39MSO_MI.hdf5
01AV,38,MI,M1_PA,rest,p30,20.0,40.0,9.336015243480603,9.336015243480603,33.333333333333336,9.675876169204711,39.80000000000001,9,3,C3,session_38__set_2__cleaned_SOUND.mat; session_38__set_6__cleaned_SOUND.mat,02_01AV_M1_PA_39MSO_MI.hdf5; 06_01AV_M1_PA_39MSO_MI.hdf5
01AV,38,MI,M1_PA,rest,n45,40.0,55.0,6.935960093842198,-6.935960093842198,54.26666666666667,-7.162377981543541,53.80000000000001,22,3,C4,session_38__set_2__cleaned_SOUND.mat; session_38__set_6__cleaned_SOUND.mat,02_01AV_M1_PA_39MSO_MI.hdf5; 06_01AV_M1_PA_39MSO_MI.hdf5
01AV,38,MI,M1_PA,rest,p60,55.0,70.0,16.392538320620858,16.392538320620858,63.93333333333334,16.48289595246315,63.19999999999999,9,3,C3,session_38__set_2__cleaned_SOUND.mat; session_38__set_6__cleaned_SOUND.mat,02_01AV_M1_PA_39MSO_MI.hdf5; 06_01AV_M1_PA_39MSO_MI.hdf5
01AV,38,MI,M1_PA,rest,n100,80.0,120.0,15.506326823383569,-15.506326823383569,105.26666666666667,-15.540131472200155,105.60000000000002,38,3,CP3,session_38__set_2__cleaned_SOUND.mat; session_38__set_6__cleaned_SOUND.mat,02_01AV_M1_PA_39MSO_MI.hdf5; 06_01AV_M1_PA_39MSO_MI.hdf5
01AV,38,MI,M1_PA,onset,n20,10.0,25.0,16.81590914815664,-16.81590914815664,19.133333333333344,-16.931823184490202,17.80000000000001,38,3,CP3,session_38__set_2__cleaned_SOUND.mat; session_38__set_6__cleaned_SOUND.mat,02_01AV_M1_PA_39MSO_MI.hdf5; 06_01AV_M1_PA_39MSO_MI.hdf5
